Ｔ恤	/T shirt/
偏袒	/partial to and side with/
偏析	/segregate/segregation/liquate/liquation/
偏向	/erroneous tendency/deviation/partial to/
偏心	/partiality/eccentric/
偏心轮	/eccentric/
偏压	/bias voltage/bias/
偏于	/inclined to/prejudiced/
偏远	/remote/faraway/
偏振	/polarization/
偏振光	/polarized light/
偏振片	/polarizing disc/
偏重	/lay particular stress on/
偏转	/deflection/
偏转线圈	/deflection coil/deflection wire/
片	/disc/sheet/slice/piece/flake/thin/
片地	/stretch of land/
片段	/fragment/passage/part/
片断	/snippet/piece/fragment/piecemeal/fragmentary/
片儿	/piece/
片剂	/tablet/
片刻	/moment/
片面	/one-sided/
片面性	/one-sidedness/
片时	/a short while/a moment/
片岩	/schist/
片语	/phrase/
片子	/flat/thin piece/visiting card/
骗	/cheat/swindle/deceive/full/
骗局	/fraud/swindle/
骗取	/gain by cheating/
骗人	/deceive people/deceitfulness/fob/
骗术	/trick/deceit/
骗子	/swindler/cheater/
飘	/float/
飘泊	/lead a wondering life/drift/
飘带	/pennant/streamer/banderol/banderole/
飘荡	/waft/flutter/drift/
飘浮	/float/
飘零	/faded and fallen/
飘流	/drift about/
飘落	/fall gently/
飘飘然	/self-satisfied/
飘然	/floating in the air/
飘散	/waft/
飘扬	/flutter/flaunt/
飘扬扬	/flutter/
飘逸	/elegant/
漂	/float/drift/bleach/elegant/polished/
漂白	/bleach/whiten/
漂白粉	/bleaching powder/
漂泊	/drifter/wanderer/
漂浮	/float/superficial/
漂砾	/boulder/
漂亮	/pretty/beautiful/
漂亮话	/fine words/
漂流	/carried by the current/
漂移	/drift/
漂游	/drift/
瓢	/dipper/ladle/
票	/bank note/ticket/
票房	/ticket office/
票房子	/booking office/box office/
票价	/the price of a ticket/entrance fee/
票据	/bill/note/voucher/receipt/
票面	/face value/
票子	/bank note/bill/
撇	/cast away/throw/downwards-left curved character stroke/
撇儿	/downwards-left curved character stroke/
撇开	/leave aside/bypass/
撇去	/skim/
撇嘴	/curl one's lip/twitch one's month/
瞥	/blink/glance/
瞥见	/glimpse/
拼	/spell/piece together/join together/stake/
拼凑	/piece together/knock together/rig up/
拼法	/spelling/orthography/
拼命	/ready to risk one's life/
拼盘	/cold platter/
拼起来	/put together/
拼音	/pinyin/Pinyin/Chinese romanization/
拼音文字	/alphabetic writing/
拼字	/spelling/
频	/frequency/frequently/repetitious/
频传	/frequently/repeatedly/keep pouring in/
频带	/frequency range/bandwidth/
频道	/frequency/channel/
频繁	/frequently/often/
频宽	/frequency range/bandwidth/
频率	/frequency/
频率响应	/frequency response/
频频	/repeatedly/again and again/
频谱	/frequency spectrum/
频仍	/frequent/
贫	/poor/
贫乏	/poor/impoverished/deficient/indigence/
贫寒	/poor/poverty-stricken/
贫化	/dilution/
贫贱	/poor and lowly/in poor and humble circumstances/
贫苦	/poor/badly off/
贫矿	/lean ore/
贫困	/impoverished/
贫困化	/pauperize/pauperization/
贫民	/the poor/pauper/
贫民窟	/slum/
贫民区	/slum district/
贫农	/poor peasant/
贫穷	/poor/impoverished/
贫穷国家	/poor nation/impoverished nation/
贫弱	/lean/meager/meagerness/
贫下中农	/poor peasant/
贫血	/anemia/
贫油	/oil-poor/
贫瘠	/leanness/
品	/conduct/grade/thing/product/good/
品尝	/taste/
品德	/personal character/
品格	/moral character/
品级	/grade/
品类	/category/class/
品貌	/appearance/
品名	/commodity name/
品牌	/brand/
品评	/judge/comment on/
品脱	/pint/
品味	/taste/
品位	/personal status/
品系	/strain/
品行	/behavior/
品性	/moral character/
品质	/quality/
品质因数	/quality factor/
品种	/breed/variety/
聘	/betrothed/engage/
聘请	/hire/engage/
聘任	/appoint/engage/
聘书	/appointment letter/contract/
聘为	/hired to be/
聘用	/hire/
乒	/bing (onomatopoeia)/
乒乓	/ping-pong/
乒乓球	/table tennis/ping-pong/table tennis ball/
乒乓球队	/ping-pong ball team/
乒乓球拍	/ping-pong paddle/
乒乓球赛	/ping-pong match/
乒乓球台	/table-tennis table/
坪	/level ground/
苹	/apple/duckweed/marsiliaceae/
苹果	/apple/
苹果电脑	/Apple computer/
苹果胶	/apple pectin/
苹果树	/apple tree/
苹果树苗	/apple seedling/
苹果酸	/malic acid/
苹果园	/apple orchard/
苹果汁	/apple juice/
萍	/duckweed/
萍乡	/Pingxiang/
平	/flat/level/equal/make the same score/tie/draw/calm/peaceful/
平安	/safeness/
平板	/tablet/flat/
平板车	/flatbed tricycle/
平板仪	/plane table/surveying panel/
平布	/plain cloth/
平常	/ordinary/common/usually/ordinarily/
平常日	/weekday/
平车	/flatcar/
平川	/flat country/
平淡	/dull/uninteresting/insipid/
平等	/equality/
平等对待	/equality treatment/
平底锅	/saucepan/
平地	/level ground/flat ground/level the ground/rake the soil smooth/
平顶	/flat top/
平顶山	/Pingdingshan/
平定	/settle down/put down/pacify/pacification/Pingding/Binhdinh/
平凡	/commonplace/
平反	/rehabilitate/
平方	/square/
平方根	/square root/
平方公里	/square kilometer/
平方米	/square meter/
平房	/single story house/
平分	/divide equally/deuce/
平分秋色	/have equal shares/
平谷	/Pinggu/
平锅	/pan/
平果	/Pingguo/
平和	/gentle/moderate/mild/placid/
平衡	/balance/equilibrium/
平衡常数	/equilibrium constance/
平衡木	/balance beam/
平湖	/Pinghu/
平滑	/smooth/flat/stepless/
平话	/popular stories/
平缓	/gentle/
平价	/parity/leveled price/fair price/ordinary price/
平江	/Pingjiang/
平角	/straight angle/
平静	/tranquil/undisturbed/
平局	/tie/draw/
平均	/average/
平均地权	/land ownership equalization/
平均分子量	/mean molecular weight/
平均工资	/average wage/
平均利润	/average profit/
平均利润率	/average rate of profits/
平均气温	/average temperature/
平均寿命	/average life span/
平均数	/Mean/
平均速度	/average velocity/
平均值	/mean value/
平均指数	/average index number/
平均主义	/egalitarianism/equalitarianism/
平炉	/open hearth furnace/
平米	/square meter/
平面	/plane/
平面几何	/plane geometry/
平面角	/plane angle/
平面镜	/plane mirror/
平面图	/plan/plane figure/plain-view drawing/
平民	/ordinary people/common people/
平民愤	/assuage popular indignation/
平年	/non-leap year/
平平	/average/mediocre/so-so/
平平安安	/safe/
平平常常	/ordinary/common/
平平静静	/tranquil/
平起平坐	/treat as an equal/
平壤	/Pyongyang/
平日	/on ordinary day/
平日里	/on ordinary day/
平绒	/panne/velveteen/
平生	/all one's life/
平时	/in ordinary times/in normal times/usually/
平视	/look straight ahead/
平手	/draw/
平顺	/smooth-going/
平素	/usually/
平台	/platform/terrace/
平坦	/flat/
平头	/crew cut/common/round numbers/a kind of head wrap/a kind of Song dynasty cart/
平纹	/plain weave/tabby/
平稳	/smooth/steady/
平西	/be setting/
平息	/subside/quell/
平心静气	/calm/dispassionate/
平信	/ordinary mail/
平型关	/Pingxingguan/
平行	/parallel/
平行四边形	/parallelogram/
平行四边形法则	/parallelogram principle/
平行线	/parallel line/
平行作业	/parallel operations/
平阳	/Pingyang/
平移	/translate/translation/
平易近人	/amiable/
平庸	/mediocre/
平原	/field/plane/
平展	/flat and smooth/
平整	/level/neat/smooth/
平整土地	/level land/
平装	/paper back/
平仄	/level and oblique tones/
凭	/lean against/proof/rely on/depend on/based on/
凭单	/voucher/
凭单日记帐	/certificate journal/
凭吊	/visit and ponder on the past/
凭借	/rely on/
凭据	/proof/evidence/
凭空	/without foundation/
凭证	/credentials/voucher/
瓶	/bottle/vase/pitcher/(a measure word for bottles)/
瓶罐	/bottle and pot/
瓶颈	/bottleneck/
瓶装	/bottled/bottling/
瓶子	/bottle/
评	/discuss/comment/criticize/judge/choose/
评比	/evaluate/
评传	/critical biography/
评定	/evaluate/
评分	/grade/graded/
评工	/evaluate work/
评估	/evaluate/
评话	/professional story-telling in a local dialect/
评价	/evaluate/assess/
评价分类	/rank and classify/
评介	/review/
评剧	/Pingju opera/
评论	/comment/comment on/discuss/commentary/
评论家	/critic/reviewer/
评论员	/commentator/editorial writer/
评判	/judgment/
评审	/appraisal/
评选	/choose/
评议	/appraisal/
评议会	/council/
评语	/comment/remark/criticism/valuation/
评注	/commentary/remark/
屏	/get rid of/put aside/reject/keep control/hold back/standing screen/
屏蔽	/screen/shield/
屏除	/get rid of/dismiss/brush aside/
屏风	/screen/
屏极	/plate/
屏门	/screen door/
屏幕	/screen/
屏气	/hold one's breath/
屏山	/Pingshan/
屏条	/set of hanging scrolls/
屏息	/hold one's breath/
屏障	/protective screen/
坡	/slope/
坡道	/slope way/
坡地	/slope/
坡度	/slope/
泼	/splash/spill/
泼掉	/spill/
泼辣	/shrewish/forceful/bold and vigorous/
泼冷水	/pour cold water on/dampen/
颇	/quite/rather/uneven/sloping/
颇为	/quite/
颇有	/quite/
婆	/grandmother/matron/mother-in-law/
婆家	/husband's family/
婆罗门	/Brahman/
婆娘	/young married woman/wife/
婆婆	/husband's mother/mother-in-law/
婆婆家	/husband's family's home/
婆媳	/mother and daughter-in-law/
婆姨	/young married woman/
婆娑	/whirling/
破	/break/split/broken/damaged/worn out/
破案	/investigation/
破案件	/solve a case/
破案率	/investigation rate/
破败	/beaten/ruined/
破冰船	/icebreaker/
破布	/rag/
破产	/go bankrupt/become impoverished/
破除	/eradicate/
破除迷信	/dispel superstition/
破费	/go to the expense/
破格	/anomaly/exception/
破坏	/wreck/break/destroy/
破坏分子	/saboteur/
破获	/uncover/
破纪录	/break record/
破旧	/shabby/
破口大骂	/shout abuse/
破烂	/ragged/
破例	/make an exception/
破裂	/burst/fracture/
破落	/decline/
破门	/burst open the door/
破灭	/disillusioned/
破破烂烂	/worn out/
破伤风	/tetanus/lockjaw/
破碎	/broken/break/in pieces/fragmenting/
破损	/damaged/in disrepair/dilapidate/dilapidation/disrepair/
破天荒	/occur for the first time/
破土	/break ground/
破土典礼	/ground breaking ceremony/
破晓	/daybreak/
破译	/break a code/
破绽	/flaw/weakness/burst seam/
破折号	/dash/
魄	/soul/
魄力	/boldness/
迫	/force/compel/pressing/urgent/
迫不得已	/have no choice/compelled/
迫不及待	/too impatient to wait/
迫害	/persecute/
迫击炮	/mortar/
迫击炮弹	/mortar shell/
迫近	/approach/very close to/
迫切	/urgent/pressing/
迫切性	/urgency/
迫使	/force/
迫在眉睫	/imminent/
粕	/grains in distilled liquor/
剖	/cut/
剖腹	/laparotomy/cut open the belly/reveal one's true feelings/
剖腹产	/caesarean birth/
剖面	/section/
剖面图	/section/sectional drawing/cross-section/
剖视图	/cutaway view/
剖析	/analysis/
扑	/rush on/rush at/throw oneself on/
扑鼻	/greet the nostrils/
扑打	/swat/
扑救	/save/
扑克	/playing cards/
扑克牌	/playing cards/
扑空	/fail to get what one wants/
扑面	/blow on one's face/
扑灭	/extinguish/exterminate/
扑杀	/attack and kill/
扑朔迷离	/complicated and confusing/mixed up/hard to distinguish/
扑通	/thump/thud/splash/
铺	/spread/bed/store/
铺板	/planking/plank/
铺床	/make the bed/
铺垫	/matting/bedding/foreshadow/store furnishings/
铺盖	/bedspread/bedding/cover over/
铺轨	/lay railway track/
铺路	/pave the way for/
铺面	/surfacing/store front/
铺平	/pave/spread out/
铺设	/pave/
铺天盖地	/blot out the sky and cover up the earth/
铺位	/sleeping place/
铺张浪费	/extravagance and waste/
铺子	/shop/
仆	/fall prostrate/servant/
仆人	/servant/
仆役	/servant/
莆	/Pu/
莆田	/Putian/
葡	/grapes/
葡糖	/glucose/
葡萄	/grape/
葡萄酒	/wine/grape wine/
葡萄乾	/raisin/
葡萄球菌	/staphylococcus/staphylococci/
葡萄糖	/glucose/grape sugar/
葡萄牙	/Portugal/
葡萄牙人	/Portuguese/
葡萄牙语	/Portuguese language/Portuguese/
葡萄园	/vineyard/
菩	/Bodhisattva/
菩萨	/bodhisattva/kindhearted person/
菩提树	/pipal/ficus religiosa/
蒲	/calamus/gambling-game/sedges/
蒲隆地	/Burundi/
埔	/port/
朴	/simple/plain/
朴初	/Puchu/
朴次茅斯	/Portsmouth/
朴方	/Pufang/
朴实	/simple/
朴素	/plain/simple/austerity/homeliness/
朴素唯物主义	/naive materialism/
圃	/garden/orchard/
普	/general/popular/everywhere/universal/
普埃布拉	/Puebla/
普遍	/universal/general/widespread/commonplace/
普遍规律	/universal law/
普遍性	/universalism/universality/
普遍真理	/universal truth/
普查	/general survey/
普查勘探	/general survey exploration/
普渡	/save all beings/
普渡大学	/Purdue University/
普尔	/Poer/Poor/Pool/Poole/
普尔曼	/Pullman/
普洱茶	/Pu'er tea/
普法	/spread law knowledge/
普福尔茨海姆	/Pforzheim/
普吉	/Phuket/
普及	/widespread/popular/universal/ubiquitous/
普及率	/popular rate/
普降	/fall all over the area/
普杰	/Bhuj/
普孔	/Pucon/
普拉	/Pula/
普拉茨堡	/Plattsburgh/
普拉塔港	/Puerto Plata/
普拉特	/Pratt/
普拉亚	/Praia/
普莱恩维尔	/Plainview/
普莱瑟维尔	/Placerville/
普莱西德湖城	/Lake Placid/
普赖斯	/Price/
普朗克	/Plonk/Poulenc/
普雷绍夫	/Presov/
普雷斯科特	/Prescott/
普雷斯克岛	/Presque Isle/
普里什蒂纳	/Pristina/
普里瓦	/Privas/
普利茅斯	/Plymouth/
普列汉诺夫	/Plekhanov/
普林斯顿	/Princeton/
普林斯顿大学	/Princeton University/
普罗瑟派恩	/Proserpine/
普罗维登斯	/Providence/
普罗维登西亚莱斯岛	/Providenciales/
普罗沃	/Provo/
普普通通	/ordinary/
普特	/Pood/
普通	/common/ordinary/general/average/
普通电报	/ordinary telegram/
普通法	/common law/
普通话	/Mandarin/putonghua/
普通教育	/general education/
普通老百姓	/common people/average people/hoi polloi/
普通人	/everyman/common person/
普通人家	/ordinary family/
普通问题	/common questions/general questions/
普陀	/Putuo/
普瓦捷	/Poitiers/
普希金	/Pushkin/
普选	/general election/
普照	/shine/
浦	/beach/
浦东	/Pudong/
浦口	/Pukou/
浦那	/Poona/
浦泉	/Puquan/
浦项	/Pohang/
谱	/chart/list/score/
谱表	/staff/stave/
谱号	/clef/
谱写	/compose/
谱子	/music score/
曝	/air/sun/
曝光	/exposure/
曝露	/expose/exposure/
曝晒	/expose to the sun/
瀑	/shower/waterfall/
瀑布	/waterfall/
期	/time/term/period/hope/period of time/phase/stage/(used for issue of a periodical, courses of study)/
期待	/look forward to/await/
期货	/futures/
期间	/period of time/time/time period/period/
期刊	/periodical/
期考	/end of term examination/
期满	/expire/run out/come to an end/
期末	/time end/
期票	/promissory note/IOU/
期日	/designated date/
期望	/hope/expectation/
期限	/time limit/deadline/allotted time/
期中考	/mid-term examination/
欺	/take unfair advantage of/deceive/cheat/
欺负	/bully/
欺凌	/bully and humiliate/
欺瞒	/fool/hoodwink/dupe/
欺骗	/deceive/cheat/
欺世盗名	/gain fame by deceiving people/
欺侮	/bully/
欺压	/bully/push around/
欺诈	/cheat/
栖	/roost/
栖身	/stay at/live in/
栖息	/perch/
栖息地	/habitat/
戚	/relative/ashamed/grief/Qi/
戚继光	/Qi Jiguang/
妻	/wife/marry off/
妻子	/wife/
七	/seven/7/
七八年	/the year of seventy-eight/'78/
七百	/seven hundred/
七百多	/over seven hundred/
七百万	/seven million/
七层架构	/seven layer architecture/
七搭八搭	/loquacious/
七岛港	/Sept Iles/
七点二	/seven point two/7.2/
七点五	/seven point five/7.5/
七号	/the seventh/
七九年	/the year of seventy-nine/'79/
七六年	/the year of seventy-six/'76/
七律	/eight-line poem with seven characters each line/
七品	/the seventh official rank in feudal times/
七七年	/the year of seventy-seven/'77/
七千	/seven thousand/
七日	/on seventh/
七上八下	/perturbed/
七声	/seven tones/
七十	/seventy/70/
七十八	/seventy eight/
七十多	/over seventy/
七十二	/seventy two/
七十九	/seventy nine/
七十六	/seventy six/
七十年代	/the 1970's/
七十七	/seventy seven/
七十三	/seventy three/
七十四	/seventy four/
七十五	/seventy five/
七十一	/seventy one/
七手八脚	/everybody lending a hand/
七星岩	/Qixingyan/
七一	/July 1/
七音	/seven notes/
七月	/July/seventh month/
七月份	/July/
七月三十号	/July 30/
七月一号	/July 1/
凄	/intense cold/mournful/sorrowful/
凄惨	/miserable/
凄凉	/miserable/
凄然	/sad/mournful/
漆	/paint/lacquer/
漆包线	/enamel-insulated wire/
漆成	/paint/
漆黑	/jet black/
漆器	/lacquer-ware/lacquer-work/
漆树	/lacquer tree/rhus verniciflua/sumac/sumach/
柒	/seven/
沏	/steep/make/
沏茶	/make tea/
其	/his/her/its/theirs/that/such/it/
其次	/next/secondly/
其间	/meanwhile/
其拉扎	/Cilacap/
其实	/actually/that is not the case/in fact/really/
其他	/other/else/
其他的人	/other people/
其它	/other/
其香	/its fragrance/
其炎	/Qiyan/
其一	/first of all/
其余	/rest/remaining/remainder/
其中	/among/in/
其中之一	/one of all/
其自身	/one's own/proprietary/
棋	/chess/
棋逢对手	/well-matched in a contest/
棋局	/chess game/
棋盘	/chessboard/checkerboard/checker/
棋赛	/chess match/
棋手	/chess player/
棋王	/chess king/
棋艺	/chess skill/
棋子	/checker/chessman/
奇	/odd/strange/weird/wonderful/
奇兵	/an army suddenly appearing from nowhere/
奇才	/rare talent/
奇峰	/wonderful peak/
奇功	/outstanding service/
奇怪	/strange/odd/
奇观	/spectacle/
奇黑利斯	/Chehalis/
奇迹	/miracle/miraculous/wonder/
奇景	/marvel/
奇科	/Chico/
奇科皮	/Chicopee/
奇克谢	/Chickasha/
奇利瓦克	/Chilliwack/
奇立	/Qili/
奇廉	/Chillan/
奇妙	/fantastic/wonderful/
奇诺	/Chino/
奇帕塔	/Chipata/
奇琴伊塞	/Chichen Itzay/
奇事	/marvel/
奇数	/odd number/
奇谈	/strange tale/
奇谈怪论	/strange tales and absurd arguments/
奇特	/peculiar/queer/strange/
奇闻	/anecdote/
奇异	/bizarre/fantastic/fantasticality/curious/
奇遇	/fortuitous encounter/
歧	/divergent/side road/
歧视	/discriminate/discrimination/
歧途	/wrong road/
畦	/furrow/small plot of farm land/
崎	/mountainous/
崎岖	/rugged/
崎岖不平	/rugged and rough/
脐	/navel/
脐带	/umbilical cord/
脐带子	/umbilical cord/
齐	/even/make even/Qi/
齐白石	/Qi Baishi/
齐备	/prepared/
齐步	/quick march/
齐唱	/singing in unison/
齐大	/Qida/
齐鲁	/Qilu/
齐明	/aplanatic/
齐名	/share the honor/
齐齐哈尔	/Qiqihar/
齐全	/complete/
齐头并进	/advance in unison/
